Timestamp,Temperature,Humidity
11/21/2013 15:01:21,34,19.1
11/21/2013 15:02:24,33.7,18.5
11/21/2013 15:03:26,33.5,18.2
11/21/2013 15:04:30,33.6,20.8
11/21/2013 15:05:32,33.7,19.5
11/21/2013 15:06:35,33.7,18.2
11/21/2013 15:07:38,33.6,18.7
11/21/2013 15:08:40,33.4,17.9
11/21/2013 15:09:43,33.3,19.1
11/21/2013 15:10:45,33.2,18.9
11/21/2013 15:11:48,32.9,17.8
11/21/2013 15:12:51,32.4,17.9
11/21/2013 15:13:54,31.8,18.3
11/21/2013 15:14:56,31.4,18.6
11/21/2013 15:15:59,31,18.3
11/21/2013 15:17:02,30.6,18.3
11/21/2013 15:18:04,30.3,18.6
11/21/2013 15:19:07,30.1,18.9
11/21/2013 15:20:10,29.8,18.2
11/21/2013 15:21:12,29.7,19.8
11/21/2013 15:22:15,29.5,19.3
11/21/2013 15:23:18,29.3,20.2
11/21/2013 15:24:20,29.2,19.3
11/21/2013 15:25:23,29,18.3
11/21/2013 15:26:26,28.9,19.5
11/21/2013 15:27:28,28.8,19.4
11/21/2013 15:28:31,28.7,18.2
11/21/2013 15:29:34,28.5,19.7
11/21/2013 15:30:36,28.4,19.4
11/21/2013 15:31:39,28.3,19.1
11/21/2013 15:32:41,28.2,19.2
11/21/2013 15:33:44,28.1,19.2
11/21/2013 15:34:46,28,19.5
11/21/2013 15:35:49,27.9,19.1
11/21/2013 15:36:52,27.8,19
11/21/2013 15:37:54,27.8,18.8
11/21/2013 15:38:57,27.7,20
11/21/2013 15:39:59,27.6,19.7
11/21/2013 15:41:02,27.5,19.9
11/21/2013 15:42:04,27.4,19.8
11/21/2013 15:43:07,27.4,20
11/21/2013 15:44:09,27.3,20.9
11/21/2013 15:45:12,27.2,20
11/21/2013 15:46:15,27.1,19.5
11/21/2013 15:47:17,27,19.8
11/21/2013 15:48:20,26.9,19.4
11/21/2013 15:49:23,26.9,19.3
11/21/2013 15:50:25,26.8,19.6
11/21/2013 15:51:28,26.8,19.4
11/21/2013 15:52:31,26.7,19.9
11/21/2013 15:53:34,26.6,18.8
11/21/2013 15:54:36,26.6,18.2
11/21/2013 15:55:39,26.5,18.8
11/21/2013 15:56:42,26.4,18.3
11/21/2013 15:57:44,26.3,19.1
11/21/2013 15:58:47,26.3,21.1
11/21/2013 15:59:50,26.2,19.9
11/21/2013 16:00:52,26.2,20.7
11/21/2013 16:01:55,26.1,19.5
11/21/2013 16:02:58,26.1,18.5
11/21/2013 16:04:00,26,20.8
11/21/2013 16:05:03,25.9,20
11/21/2013 16:06:06,25.9,19.7
11/21/2013 16:07:08,25.8,18.3
11/21/2013 16:08:11,25.8,19.1
11/21/2013 16:09:13,25.7,18.3
11/21/2013 16:10:16,25.7,18.5
11/21/2013 16:11:19,25.6,19.9
11/21/2013 16:12:22,25.5,18.2
11/21/2013 16:13:24,25.5,18.8
11/21/2013 16:14:27,25.4,18.9
11/21/2013 16:15:30,25.4,18.9
11/21/2013 16:16:32,25.3,19.1
11/21/2013 16:17:35,25.3,18.9
11/21/2013 16:18:38,25.3,18.4
11/21/2013 16:19:40,25.2,18.5
11/21/2013 16:20:43,25.1,19.7
11/21/2013 16:21:46,25.1,19.4
11/21/2013 16:22:48,25.1,19.1
11/21/2013 16:23:51,25,19.1
11/21/2013 16:24:54,24.9,19.1
11/21/2013 16:25:56,24.9,18.8
11/21/2013 16:26:59,24.9,20.1
11/21/2013 16:28:02,24.8,20.2
11/21/2013 16:29:04,24.8,19.7
11/21/2013 16:30:07,24.7,20.1
11/21/2013 16:31:09,24.7,20.3
11/21/2013 16:32:12,24.7,19.7
11/21/2013 16:33:15,24.7,20.2
11/21/2013 16:34:17,24.6,19.2
11/21/2013 16:35:20,24.5,19.5
11/21/2013 16:36:23,24.5,20.4
11/21/2013 16:37:26,24.5,19.6
11/21/2013 16:38:28,24.5,20.6
11/21/2013 16:39:31,24.4,20
11/21/2013 16:40:34,24.4,20.5
11/21/2013 16:41:36,24.4,21.4
11/21/2013 16:42:39,24.3,19.9
11/21/2013 16:43:42,24.3,20.4
11/21/2013 16:44:45,24.2,20.1
11/21/2013 16:45:47,24.2,20.3
11/21/2013 16:46:50,24.2,20
11/21/2013 16:47:58,24.2,19.2
11/21/2013 16:49:01,24.1,20.3
11/21/2013 16:50:03,24.1,20.5
11/21/2013 16:51:06,24,19.9
11/21/2013 16:52:09,24,20
11/21/2013 16:53:12,24,21.3
11/21/2013 16:54:15,23.9,20.1
11/21/2013 16:55:17,23.9,19.8
11/21/2013 16:56:20,23.8,19.8
11/21/2013 16:57:23,23.9,20.7
11/21/2013 16:58:26,23.8,20.7
11/21/2013 16:59:28,23.8,20.8
11/21/2013 17:00:31,23.7,19.6
11/21/2013 17:01:34,23.7,19.8
11/21/2013 17:02:36,23.7,20.2
11/21/2013 17:03:39,23.6,19.6
11/21/2013 17:04:41,23.6,19.9
11/21/2013 17:05:44,23.6,20.7
11/21/2013 17:06:47,23.6,21.2
11/21/2013 17:07:49,23.6,19.7
11/21/2013 17:08:52,23.6,20.4
11/21/2013 17:09:54,23.6,20
11/21/2013 17:11:02,23.6,20.9
11/21/2013 17:12:05,23.6,20.7
11/21/2013 17:13:07,23.5,21.2
11/21/2013 17:14:10,23.5,20.1
11/21/2013 17:15:12,23.5,21.9
11/21/2013 17:16:15,23.5,21.1
11/21/2013 17:17:18,23.5,21.3
11/21/2013 17:18:20,23.5,21.9
11/21/2013 17:19:23,23.5,20.8
11/21/2013 17:20:26,23.4,21.3
11/21/2013 17:21:29,23.4,23
11/21/2013 17:22:32,23.4,23
11/21/2013 17:23:34,23.4,22.7
11/21/2013 17:24:38,23.4,22.3
11/21/2013 17:25:40,23.3,21.8
11/21/2013 17:26:43,23.3,22.6
11/21/2013 17:27:46,23.3,22.4
11/21/2013 17:28:48,23.3,22.9
11/21/2013 17:29:51,23.3,22.4
11/21/2013 17:30:54,23.3,23
11/21/2013 17:31:56,23.2,22.5
11/21/2013 17:32:59,23.2,23.5
11/21/2013 17:34:01,23.2,22.4
11/21/2013 17:35:04,23.1,22.5
11/21/2013 17:36:07,23.1,24.3
11/21/2013 17:37:09,23.1,21.6
11/21/2013 17:38:12,23.1,22.5
11/21/2013 17:40:27,23.1,23.5
11/21/2013 17:41:30,23,25.5
11/21/2013 17:42:33,23,24.7
11/21/2013 17:43:35,23,24
11/21/2013 17:44:38,22.9,28.5
11/21/2013 17:45:41,22.9,25.5
11/21/2013 17:46:44,22.9,22.3
11/21/2013 17:47:46,22.9,28.6
11/21/2013 17:48:49,22.8,26.2
11/21/2013 17:49:52,22.8,29.3
11/21/2013 17:50:54,22.8,32.7
11/21/2013 17:51:57,22.8,30.5
11/21/2013 17:52:59,22.7,31.5
11/21/2013 17:54:02,22.7,33.9
11/21/2013 17:55:05,22.7,31
11/21/2013 17:56:08,22.7,30.6
11/21/2013 17:57:10,22.7,27.3
11/21/2013 17:58:13,22.7,29.6
11/21/2013 17:59:16,22.6,33.1
11/21/2013 18:00:19,22.6,33
11/21/2013 18:01:21,22.6,36.5
11/21/2013 18:02:24,22.6,33.3
11/21/2013 18:03:26,22.6,29.2
11/21/2013 18:04:29,22.6,31.5
11/21/2013 18:05:32,22.6,33.4
11/21/2013 18:06:34,22.5,33.8
11/21/2013 18:07:37,22.5,31.1
11/21/2013 18:08:39,22.5,35.4
11/21/2013 18:09:42,22.5,31.9
11/21/2013 18:10:45,22.5,36.1
11/21/2013 18:11:48,22.4,35.8
11/21/2013 18:12:51,22.4,30
11/21/2013 18:13:53,22.4,32.9
11/21/2013 18:14:56,22.4,34.5
11/21/2013 18:15:59,22.4,31.7
11/21/2013 18:17:01,22.4,27.1
11/21/2013 18:18:04,22.4,35.6
11/21/2013 18:19:06,22.4,30.4
11/21/2013 18:20:09,22.4,36.4
11/21/2013 18:21:12,22.4,29.7
11/21/2013 18:22:14,22.3,30
11/21/2013 18:23:17,22.3,28.6
11/21/2013 20:53:32,20.4,33.8
11/21/2013 20:54:27,20.3,33.8
11/21/2013 20:54:40,20.4,33.3
11/21/2013 20:55:42,20.3,32.4
11/21/2013 20:56:45,20.3,33.1
11/21/2013 20:57:48,20.3,35.8
11/21/2013 20:58:50,20.3,35.5
11/21/2013 20:59:53,20.3,33.7
11/21/2013 21:00:56,20.3,32.3
11/21/2013 21:01:59,20.3,35.5
11/21/2013 21:03:01,20.3,34.8
11/21/2013 21:04:04,20.3,34
11/21/2013 21:05:12,20.2,34.2
11/21/2013 21:06:15,20.2,35.7
11/21/2013 21:07:17,20.2,37.2
11/21/2013 21:08:20,20.2,33.8
11/21/2013 21:09:23,20.2,37.3
11/21/2013 21:10:26,20.2,34.8
11/21/2013 21:11:29,20.2,33.8
11/21/2013 21:12:32,20.2,33.6
11/21/2013 21:13:34,20.1,35.2
11/21/2013 21:14:38,20.1,36.8
11/21/2013 21:15:41,20.1,35.1
11/21/2013 21:16:44,20.1,36
11/21/2013 21:17:47,20.1,34.2
11/21/2013 21:18:49,20.1,35.9
11/21/2013 21:19:52,20.1,37.3
11/21/2013 21:20:55,20.1,36.6
11/21/2013 21:21:58,20.1,35.3
11/21/2013 21:23:01,20,35.3
11/21/2013 21:24:04,20.1,36
11/21/2013 21:25:06,20.1,36.9
11/21/2013 21:26:09,20,34
11/21/2013 21:27:12,20.1,36.2
11/21/2013 21:28:15,20,35.3
11/21/2013 21:29:18,20,37
11/21/2013 21:30:21,20,35
11/21/2013 21:31:23,20,36
11/21/2013 21:32:26,20,37.3
11/21/2013 21:33:29,20,36.7
11/21/2013 21:34:32,20,37.6
11/21/2013 21:35:34,20,38.1
11/21/2013 21:36:37,20,38.5
11/21/2013 21:37:40,20,36.2
11/21/2013 21:38:43,19.9,35
11/21/2013 21:39:45,19.9,38.9
11/21/2013 21:40:48,19.9,36.3
11/21/2013 21:41:51,19.9,34.6
11/21/2013 21:42:54,19.9,36.9
11/21/2013 21:43:57,19.9,32.3
11/21/2013 21:45:00,19.9,35.5
11/21/2013 21:46:02,19.9,37.5
11/21/2013 21:47:05,19.9,36.6
11/21/2013 21:48:08,19.8,34.1
11/21/2013 21:49:11,19.8,37.4
11/21/2013 21:50:14,19.8,38.7
11/21/2013 21:51:16,19.8,36.3
11/21/2013 21:52:29,19.8,35.2
11/21/2013 21:53:33,19.8,35.1
11/21/2013 21:54:36,19.8,34.3
11/21/2013 21:55:38,19.8,33.4
11/21/2013 21:57:00,19.8,37
11/21/2013 21:58:03,19.7,35.6
11/21/2013 21:59:06,19.7,36.6
11/21/2013 22:00:09,19.7,36.4
11/21/2013 22:01:12,19.7,36.2
11/21/2013 22:02:14,19.7,39.5
11/21/2013 22:03:17,19.7,40.1
11/21/2013 22:04:20,19.7,35.7
11/21/2013 22:05:23,19.7,39.1
11/21/2013 22:06:25,19.6,37.5
11/21/2013 22:07:28,19.6,37.8
11/21/2013 22:08:31,19.7,36.8
11/21/2013 22:09:34,19.7,37.5
11/21/2013 22:10:37,19.6,38.8
11/21/2013 22:11:40,19.7,32.2
11/21/2013 22:12:42,19.6,32.5
11/21/2013 22:13:45,19.6,31.7
11/21/2013 22:14:48,19.5,30.6
11/21/2013 22:15:51,19.5,29.4
11/21/2013 22:16:54,19.5,31.3
11/21/2013 22:17:57,19.5,30.5
11/21/2013 22:19:00,19.4,29
11/21/2013 22:20:03,19.4,30
11/21/2013 22:21:06,19.4,32.2
11/21/2013 22:22:08,19.4,30.1
11/21/2013 22:23:11,19.4,39.2
11/21/2013 22:24:14,19.4,30.8
11/21/2013 22:25:17,19.4,35.2
11/21/2013 22:26:19,19.4,36.8
11/21/2013 22:27:23,19.4,37.1
11/21/2013 22:28:25,19.5,35.2
11/21/2013 22:29:28,19.5,37.8
11/21/2013 22:30:30,19.4,29.9
11/21/2013 22:31:33,19.4,33.5
11/21/2013 22:32:36,19.5,37.1
11/21/2013 22:33:38,19.5,38.1
11/21/2013 22:34:41,19.5,34.5
11/21/2013 22:35:43,19.4,37.3
11/21/2013 22:36:46,19.4,38.2
11/21/2013 22:37:49,19.4,39.7
11/21/2013 22:38:51,19.4,33.6
11/21/2013 22:39:54,19.4,38.4
11/21/2013 22:40:56,19.4,38.1
11/21/2013 22:41:59,19.4,39.7
11/21/2013 22:43:02,19.4,37.7
11/21/2013 22:44:04,19.4,38.5
11/21/2013 22:45:07,19.4,41
11/21/2013 22:46:10,19.4,37.4
11/21/2013 22:47:13,19.4,36.9
11/21/2013 22:48:15,19.4,36
11/21/2013 22:49:18,19.4,35
11/21/2013 22:50:20,19.4,33.7
11/21/2013 22:51:23,19.4,37.6
11/21/2013 22:52:26,19.4,39.4
11/21/2013 22:53:28,19.4,32.9
11/21/2013 22:54:31,19.4,34.1
11/21/2013 22:55:34,19.4,34.1
11/21/2013 22:56:36,19.4,34.4
11/21/2013 22:57:39,19.4,38
11/21/2013 22:58:42,19.4,34.6
11/21/2013 22:59:45,19.4,33.4
11/21/2013 23:00:47,19.4,33.9
11/21/2013 23:01:50,19.5,36
11/21/2013 23:02:53,19.6,33.8
11/21/2013 23:03:56,19.6,33.6
11/21/2013 23:04:58,19.7,32.7
11/21/2013 23:06:01,19.8,37.1
11/21/2013 23:07:04,19.8,35.6
11/21/2013 23:08:07,19.8,38.7
11/21/2013 23:09:09,19.8,35.2
11/21/2013 23:10:17,19.8,38.9
11/21/2013 23:11:20,19.8,33.6
11/21/2013 23:12:22,19.8,33.7
11/21/2013 23:13:25,19.8,34.8
11/21/2013 23:14:28,19.8,35.3
11/21/2013 23:15:30,19.8,39.6
11/21/2013 23:16:33,19.8,35.5
11/21/2013 23:17:36,19.7,36.8
11/21/2013 23:18:39,19.7,37.8
11/21/2013 23:19:41,19.8,36.7
11/21/2013 23:20:44,19.8,41.1
11/21/2013 23:21:47,19.7,37.9
11/21/2013 23:22:50,19.8,37.1
11/21/2013 23:23:53,19.7,37.3
11/21/2013 23:24:56,19.7,36.3
11/21/2013 23:25:58,19.7,35.7
11/21/2013 23:27:01,19.7,35
11/21/2013 23:28:04,19.6,32.7
11/21/2013 23:29:06,19.7,40.6
11/21/2013 23:30:09,19.7,36.7
11/21/2013 23:31:12,19.6,33.6
11/21/2013 23:32:15,19.6,35
11/21/2013 23:33:17,19.6,33.8
11/21/2013 23:34:20,19.6,34.7
11/21/2013 23:35:23,19.5,34.1
11/21/2013 23:36:26,19.6,34.1
11/21/2013 23:37:28,19.6,37.3
11/21/2013 23:38:31,19.6,35.2
11/21/2013 23:39:34,19.6,34.8
11/21/2013 23:40:37,19.6,34.4
11/21/2013 23:41:39,19.5,34.4
11/21/2013 23:42:47,19.5,32.1
11/21/2013 23:43:51,19.5,32.8
11/21/2013 23:44:53,19.5,33.8
11/21/2013 23:45:56,19.4,33.9
11/21/2013 23:46:59,19.4,33.1
11/21/2013 23:48:02,19.4,32.4
11/21/2013 23:49:04,19.3,32.3
11/21/2013 23:50:07,19.4,32.8
11/21/2013 23:51:10,19.3,34.8
11/21/2013 23:52:13,19.3,32.4
11/21/2013 23:53:15,19.3,34.5
11/21/2013 23:54:18,19.3,33.8
11/21/2013 23:55:21,19.3,32
11/21/2013 23:56:24,19.3,32
11/21/2013 23:57:26,19.3,34.2
11/21/2013 23:58:29,19.3,32
11/21/2013 23:59:32,19.3,32.1
11/22/2013 0:00:34,19.2,32.7
11/22/2013 0:01:37,19.2,31.7
11/22/2013 0:02:40,19.3,33.6
11/22/2013 0:03:43,19.3,34.1
11/22/2013 0:04:45,19.3,32.3
11/22/2013 0:05:48,19.4,33.7
11/22/2013 0:06:51,19.4,35.8
11/22/2013 0:07:54,19.4,34.2
11/22/2013 0:08:57,19.4,34.8
11/22/2013 0:10:00,19.4,34.9
11/22/2013 0:11:02,19.4,34.9
11/22/2013 0:12:05,19.4,33.7
11/22/2013 0:13:08,19.3,35.6
11/22/2013 0:14:11,19.3,41.5
11/22/2013 0:15:15,19.4,43
11/22/2013 0:16:17,19.4,41
11/22/2013 0:17:20,19.3,40.3
11/22/2013 0:18:22,19.3,39.1
11/22/2013 0:19:25,19.3,38.3
11/22/2013 0:20:27,19.3,42.5
11/22/2013 0:21:30,19.3,42.2
11/22/2013 0:22:33,19.3,42.9
11/22/2013 0:23:35,19.3,41.4
11/22/2013 0:24:38,19.3,41.6
11/22/2013 0:25:41,19.3,40.5
11/22/2013 0:26:43,19.3,44.8
11/22/2013 0:27:46,19.3,45.7
11/22/2013 0:28:49,19.3,44.5
11/22/2013 0:29:51,19.3,44.8
11/22/2013 0:30:54,19.2,43.4
11/22/2013 0:31:57,19.2,40.7
11/22/2013 0:33:00,19.2,42
11/22/2013 0:34:02,19.2,40
11/22/2013 0:35:05,19.2,44.1
11/22/2013 0:36:08,19.2,44.8
11/22/2013 0:37:11,19.2,39.7
11/22/2013 0:38:13,19.1,40.5
11/22/2013 0:39:16,19.1,42.9
11/22/2013 0:40:23,19.1,39.7
11/22/2013 0:41:26,19.1,44.6
11/22/2013 0:42:29,19.1,39
11/22/2013 0:43:31,19.1,39.4
11/22/2013 0:44:34,19.1,42
11/22/2013 0:45:37,19.1,45.2
11/22/2013 0:46:41,19.1,43.3
11/22/2013 0:47:44,19.1,38.6
11/22/2013 0:48:46,19,41
11/22/2013 0:49:49,19,39.1
11/22/2013 0:50:51,19,43.2
11/22/2013 0:51:54,19,42.4
11/22/2013 0:52:57,19,35.2
11/22/2013 0:53:59,19,41.3
11/22/2013 0:55:02,19,37.3
11/22/2013 0:56:05,19,38.5
11/22/2013 0:57:07,19,38.7
11/22/2013 0:58:10,18.9,39.9
11/22/2013 0:59:13,18.9,39.8
11/22/2013 1:00:16,18.9,38.1
11/22/2013 1:01:19,18.9,38.4
11/22/2013 1:02:21,18.9,36.9
11/22/2013 1:03:24,18.9,40
11/22/2013 1:04:27,18.9,43.5
11/22/2013 1:05:30,18.9,34.9
11/22/2013 1:06:32,18.9,34.2
11/22/2013 1:07:35,18.8,32.3
11/22/2013 1:08:38,18.9,34.7
11/22/2013 1:09:40,18.9,35.4
11/22/2013 1:10:43,18.8,31.9
11/22/2013 1:11:46,18.8,32.2
11/22/2013 1:12:48,18.8,31.9
11/22/2013 1:13:51,18.8,31.1
11/22/2013 1:14:53,18.8,31.3
11/22/2013 1:15:56,18.8,39.8
11/22/2013 1:16:59,18.8,31.6
11/22/2013 1:18:01,18.8,32.1
11/22/2013 1:19:04,18.8,32.8
11/22/2013 1:20:07,18.8,34.9
11/22/2013 1:21:09,18.8,36.5
11/22/2013 1:22:12,18.8,34.6
11/22/2013 1:23:15,18.7,31.5
11/22/2013 1:24:17,18.8,32.1
11/22/2013 1:25:20,18.7,30
11/22/2013 1:26:23,18.7,33.8
11/22/2013 1:27:25,18.7,30.9
11/22/2013 1:28:28,18.8,32.4
11/22/2013 1:29:31,18.8,32.6
11/22/2013 1:30:33,18.7,35.3
11/22/2013 1:31:36,18.7,33
11/22/2013 1:32:38,18.7,34.4
11/22/2013 1:33:41,18.7,35.4
11/22/2013 1:34:44,18.7,33.2
11/22/2013 1:35:46,18.7,39.2
11/22/2013 1:36:49,18.7,39.6
11/22/2013 1:37:52,18.7,36.9
11/22/2013 1:38:55,18.7,36
11/22/2013 1:39:58,18.7,33.7
11/22/2013 1:41:00,18.7,34.4
11/22/2013 1:42:03,18.7,32.3
11/22/2013 1:43:05,18.6,33.3
11/22/2013 1:44:08,18.7,32.6
11/22/2013 1:45:10,18.6,31.8
11/22/2013 1:46:13,18.6,32.3
11/22/2013 1:47:16,18.6,32.5
11/22/2013 1:48:18,18.6,30.5
11/22/2013 1:49:21,18.6,34.6
11/22/2013 1:50:24,18.6,33.9
11/22/2013 1:51:31,18.6,32
11/22/2013 1:52:34,18.6,33.9
11/22/2013 1:53:37,18.6,33.3
11/22/2013 1:54:39,18.6,36.7
11/22/2013 1:55:42,18.6,40.3
11/22/2013 1:56:45,18.6,31.4
11/22/2013 1:57:47,18.6,35.2
11/22/2013 1:58:50,18.6,35.9
11/22/2013 1:59:52,18.6,30.7
11/22/2013 2:00:55,18.6,30.3
11/22/2013 2:01:58,18.5,30.9
11/22/2013 2:03:00,18.5,33.2
11/22/2013 2:04:03,18.6,35.7
